SMA_5
""
""
""
""
26.359375
26.240625
26.475
26.65625
27.109375
27.28125
27.05625
27.15
27.79375
28.509375
28.5875
28.66875
28.4625
27.71875
26.4875
26.0640625
25.8203125
25.7453125
26.2328125
27.2765625
28.275
28.83125
29.39375
29.95625
30.14375
30.36875
30.55
30.68125
30.6125
30.5
30.2125
30.38125
30.45
31.35
32.35625
33.85
34.69375
35.35
35.7875
36.5
36.56875
37.73125
39.28125
39.94375
40.24375
40.45
40.0
39.79375
39.6125
39.55
39.91875
40.4625
40.95625
41.675
42.70625
43.29375
43.1375
42.29375
41.4
40.24375
39.18125
38.75625
39.13125
40.0375
40.6
40.74375
40.23125
39.20625
36.74375
35.975
36.13125
36.275
36.1625
37.15625
37.23125
36.55625
36.83125
37.74375
38.46875
38.69375
39.05625
38.75
38.4375
37.7
37.11875
36.3
36.1125
35.85
36.31875
37.0375
38.09375
38.1625
37.75
36.83125
35.175
33.78125
33.11875
32.8125
33.45
34.375
35.7375
37.1125
38.50625
38.79375
39.60625
40.05625
40.30625
40.26875
40.73125
40.63125
40.64375
40.5625
41.10625
41.5421875
42.2609375
42.1609375
41.9234375
41.5921875
41.2125
40.8875
40.825
41.28125
41.03125
40.0375
39.30625
38.80625
37.8125
37.025
37.2625
37.275
37.3
37.5
37.6875
37.59375
37.83125
37.7625
37.65
37.83125
38.13125
37.825
37.51875
37.5375
37.25
36.8875
37.125
38.04375
38.7125
39.7
40.525
40.7875
40.74375
40.79375
40.61875
40.6
40.9875
41.00625
41.0875
41.31875
41.4875
41.5625
41.89375
42.25
42.66875
43.20625
43.83125
44.63125
45.0625
45.2125
45.50625
45.06875
44.15
42.98125
42.2375
41.6125
40.7875
40.090625
40.084375
39.896875
39.296875
39.5390625
39.7671875
39.7796875
39.7734375
40.028125
39.8296875
39.8296875
38.8359375
37.6609375
36.34375
35.23125
34.03125
33.54375
32.95625
32.425
32.7875
33.025
33.3
33.7875
34.7625
34.6875
34.5875
35.0125
35.175
34.7125
34.5
34.0125
33.45
32.85
31.95
31.175
30.4375
29.15
27.8375
27.3625
26.3875
25.75
26.1125
26.925
26.9625
27.6375
27.6375
26.7375
25.425
24.775
23.6375
23.21875
23.01875
23.85625
24.31875
25.33125
27.1
28.5625
28.925
29.65
30.4
30.25
29.8875
29.725
29.425
29.4375
29.4125
29.4375
29.8375
30.5
30.2875
30.3
30.8125
30.725
29.625
29.8375
30.2125
30.025
30.2
31.225
31.375
31.525
31.9625
32.3375
32.6875
32.9
33.15
33.05
32.984375
32.346875
31.571875
30.734375
30.459375
30.225
30.0375
30.0625
29.5375
28.95
28.4125
28.125
27.5375
26.7
25.8
24.7875
24.25
23.925
24.0125
24.0375
24.125
23.8
23.1
22.9375
22.65
21.85
21.45
20.425
19.1875
18.375
18.3
17.525
17.425
17.0625
16.925
16.4125
15.85
15.3875
15.4375
14.925
14.6625
14.825
15.1875
15.18799991607666
15.59699993133545
15.659000015258789
15.425
15.176000022888184
15.128000068664551
14.476000022888183
14.147999954223632
14.176000022888184
13.960000038146973
13.730000114440918
14.092000198364257
14.514000129699706
14.784000015258789
15.26599998474121
15.699999809265137
16.289999771118165
17.24799976348877
18.033999824523924
